"GEO_ID","NAME","C16001_001E","C16001_001M","C16001_002E","C16001_002M","C16001_003E","C16001_003M","C16001_004E","C16001_004M","C16001_005E","C16001_005M","C16001_006E","C16001_006M","C16001_007E","C16001_007M","C16001_008E","C16001_008M","C16001_009E","C16001_009M","C16001_010E","C16001_010M","C16001_011E","C16001_011M","C16001_012E","C16001_012M","C16001_013E","C16001_013M","C16001_014E","C16001_014M","C16001_015E","C16001_015M","C16001_016E","C16001_016M","C16001_017E","C16001_017M","C16001_018E","C16001_018M","C16001_019E","C16001_019M","C16001_020E","C16001_020M","C16001_021E","C16001_021M","C16001_022E","C16001_022M","C16001_023E","C16001_023M","C16001_024E","C16001_024M","C16001_025E","C16001_025M","C16001_026E","C16001_026M","C16001_027E","C16001_027M","C16001_028E","C16001_028M","C16001_029E","C16001_029M","C16001_030E","C16001_030M","C16001_031E","C16001_031M","C16001_032E","C16001_032M","C16001_033E","C16001_033M","C16001_034E","C16001_034M","C16001_035E","C16001_035M","C16001_036E","C16001_036M","C16001_037E","C16001_037M","C16001_038E","C16001_038M"
"0500000US48453","Travis County, Texas","1147706","246","781028","9651","273471","7506","173832","8246","99639","8193","3521","1116","2727","1056","794","536","3734","1265","3327","1207","407","284","3901","1374","2942","1117","959","583","24027","3652","18520","2720","5507","2142","6527","2345","4523","1611","2004","1037","11699","2605","7562","1855","4137","1170","9634","2807","4759","1894","4875","1626","2902","1342","2022","916","880","780","12478","2858","9013","2292","3465","1491","9828","3780","5005","1972","4823","2680","4956","2224","4095","2070","861","625"
"0500000US48491","Williamson County, Texas","511298","126","402399","7504","71813","6266","51483","5377","20330","3356","913","546","797","456","116","147","1737","804","1344","698","393","311","1308","1077","799","702","509","423","12800","2592","7710","1734","5090","1807","1548","989","613","398","935","759","4823","1626","1926","927","2897","1250","2028","1032","1072","600","956","775","1346","960","1192","911","154","251","6955","1951","5451","1648","1504","829","1720","1275","709","766","1011","767","1908","890","1339","723","569","398"
"0500000US49011","Davis County, Utah","317273","229","286086","3866","19263","2392","13789","2064","5474","1774","782","469","692","420","90","150","848","456","431","294","417","341","1021","671","900","635","121","152","2126","1161","1612","795","514","518","604","429","274","270","330","336","1703","805","1445","707","258","291","162","221","59","108","103","127","785","438","478","247","307","259","3369","1566","1743","757","1626","1372","0","192","0","192","0","192","524","415","454","366","70","116"
"0500000US49035","Salt Lake County, Utah","1048489","463","825967","6867","142510","6036","95805","5683","46705","3670","3274","975","2570","817","704","420","3884","1013","3458","956","426","306","7125","2003","4800","1265","2325","1115","18848","4333","12732","3043","6116","2092","1764","781","783","345","981","701","9054","2181","4230","1097","4824","1597","6423","2402","2662","1157","3761","1541","2858","1032","2497","986","361","302","17499","3356","12518","2760","4981","1666","2142","1174","1142","850","1000","621","7141","2114","4894","1643","2247","1149"
"0500000US49049","Utah County, Utah","547417","627","460385","4938","61146","3767","43086","3629","18060","1671","1315","440","1205","408","110","143","1476","494","1476","494","0","192","687","372","616","339","71","87","6379","1703","5503","1395","876","508","1319","663","747","397","572","443","3777","1324","2776","1030","1001","614","856","1039","118","162","738","884","506","302","506","302","0","192","6189","1546","5190","1418","999","477","582","746","455","552","127","202","2800","1552","2248","1229","552","417"
"0500000US50007","Chittenden County, Vermont","154237","431","138302","2505","1961","668","1426","482","535","379","3636","1612","2946","1285","690","477","623","395","623","395","0","157","1944","1231","1488","1063","456","394","4421","1586","2458","1113","1963","1335","37","66","37","66","0","157","1395","862","558","434","837","572","230","191","230","191","0","157","0","157","0","157","0","157","828","867","387","359","441","615","99","166","99","166","0","157","761","620","717","604","44","81"
"0500000US51013","Arlington County, Virginia","222240","830","151477","3365","33517","2025","20279","3018","13238","2932","3928","1375","2932","1227","996","590","1297","507","929","348","368","321","1761","666","1242","570","519","359","11418","2340","10033","1923","1385","802","1743","751","903","512","840","498","3921","1336","2489","1001","1432","722","1068","648","926","646","142","116","343","316","343","316","0","204","3569","1216","2069","958","1500","798","2551","1288","1839","1107","712","779","5647","1785","4160","1567","1487","684"
"0500000US51041","Chesterfield County, Virginia","323245","5","285981","3277","22211","2182","12319","2356","9892","1748","1379","769","1065","562","314","329","903","654","831","644","72","117","1114","705","922","627","192","189","4832","1848","3622","1528","1210","931","787","646","87","147","700","625","864","560","490","374","374","393","428","424","49","81","379","422","770","699","180","210","590","609","2687","1263","1565","900","1122","811","666","493","496","440","170","198","623","581","408","455","215","185"
"0500000US51059","Fairfax County, Virginia","1075733","275","646949","12013","144981","4301","78236","4709","66745","4444","8861","2336","7551","2133","1310","645","5707","1129","5236","1122","471","313","8901","2086","6993","1694","1908","1053","75572","7516","55777","6597","19795","3598","37205","5089","17362","2998","19843","2919","28812","3742","14107","2198","14705","2410","23969","3785","12504","2652","11465","2292","10441","3143","8208","2554","2233","1022","30121","4428","21563","3183","8558","1939","26014","5475","19637","4613","6377","1670","28200","4747","18667","3440","9533","3052"
"0500000US51087","Henrico County, Virginia","308351","646","265322","3786","11662","2180","6081","1722","5581","1304","1082","556","909","472","173","286","787","367","746","360","41","68","2666","1269","1677","860","989","635","8744","2100","6095","1692","2649","946","2257","1113","818","577","1439","656","2488","1329","1421","804","1067","656","1551","940","771","520","780","525","1142","901","857","610","285","408","6837","2424","4627","1683","2210","1479","1844","1231","1147","979","697","519","1969","1137","1837","1111","132","220"
"0500000US51107","Loudoun County, Virginia","369521","79","250602","5184","41070","3136","22329","2712","18741","2282","2947","1954","2607","1979","340","348","2426","869","2025","781","401","285","4183","1502","2684","1190","1499","670","25685","3625","20472","3185","5213","1289","5103","1966","3110","1452","1993","1103","3692","1640","2106","1055","1586","782","5217","2205","2458","1175","2759","1646","3014","1172","2248","903","766","623","18697","3705","15700","3008","2997","1281","3295","1467","1684","609","1611","1100","3590","1545","3413","1518","177","207"
"0500000US51153","Prince William County, Virginia","428518","102","278595","6123","87944","3782","48938","3944","39006","3542","2080","806","1261","727","819","539","1129","483","878","425","251","216","2202","929","1841","907","361","227","22814","3552","15279","2662","7535","1585","4082","1219","2030","770","2052","704","2513","973","1271","742","1242","581","2779","1525","1171","780","1608","927","3276","1183","2386","1036","890","485","4717","1595","3155","1369","1562","634","4462","1696","3218","1312","1244","755","11925","3168","9061","2387","2864","1260"
"0500000US51179","Stafford County, Virginia","137553","180","119288","2533","10281","1943","6417","1219","3864","1540","907","786","641","464","266","383","1365","767","1181","656","184","264","369","358","326","300","43","71","832","732","533","660","299","286","280","270","89","155","191","228","40","79","40","79","0","204","539","490","393","446","146","132","583","369","583","369","0","204","1452","921","1022","653","430","364","165","154","77","95","88","106","1452","704","1206","608","246","226"
"0500000US51510","Alexandria city, Virginia","148588","*****","94122","4258","23264","1388","13020","2142","10244","2024","2876","2327","2658","2318","218","185","902","506","731","429","171","199","962","530","961","530","1","3","5192","2088","3150","1362","2042","889","1409","726","785","407","624","479","873","511","704","466","169","170","458","392","271","236","187","240","1053","819","866","699","187","251","908","564","509","408","399","341","3219","2438","1702","1502","1517","1172","13350","2712","10036","2426","3314","1140"
"0500000US51700","Newport News city, Virginia","166196","410","147260","2333","10200","1453","6872","1576","3328","1433","663","493","623","487","40","69","787","506","787","506","0","204","1245","1579","1139","1563","106","125","1126","781","730","718","396","323","708","421","165","222","543","406","96","113","96","113","0","204","862","700","143","180","719","641","1083","625","705","467","378","354","1053","704","551","453","502","561","614","673","374","376","240","317","499","389","491","390","8","16"
"0500000US51710","Norfolk city, Virginia","228926","231","204155","2358","12577","1385","7527","1131","5050","1152","1450","1222","1450","1222","0","204","856","469","721","461","135","141","638","351","631","351","7","13","1987","779","1729","741","258","225","548","652","73","93","475","639","394","275","260","236","134","166","607","485","302","257","305","294","3279","1023","2281","789","998","621","652","368","564","364","88","99","418","317","395","295","23","39","1365","769","1340","767","25","50"
"0500000US51760","Richmond city, Virginia","213477","141","193358","2312","12434","1590","4950","1482","7484","1090","1148","670","707","312","441","536","565","298","565","298","0","204","184","203","184","203","0","204","1079","443","828","330","251","214","321","276","178","161","143","219","631","446","193","149","438","366","451","301","233","200","218","228","318","314","318","314","0","204","923","491","751","467","172","212","1449","944","1267","841","182","212","616","566","320","280","296","392"
"0500000US51810","Virginia Beach city, Virginia","421561","398","370438","3800","20365","2443","14666","2133","5699","1403","1389","807","1298","798","91","106","943","535","759","448","184","188","1465","848","1032","740","433","351","7113","2939","5741","2543","1372","651","1024","813","699","537","325","372","1900","863","970","606","930","515","386","338","227","210","159","154","10462","1808","6481","1077","3981","1322","4686","2278","2204","891","2482","2115","640","437","255","195","385","351","750","527","750","527","0","204"
"0500000US53005","Benton County, Washington","184236","516","144466","2614","31018","1805","19458","2489","11560","2075","402","391","215","205","187","311","1070","512","1020","510","50","83","2027","1151","916","569","1111","844","1444","824","820","504","624","622","46","79","0","204","46","79","578","431","383","237","195","249","336","316","179","208","157","182","810","555","573","375","237","234","1471","856","970","589","501","369","122","164","70","120","52","118","446","711","35","62","411","652"
"0500000US53011","Clark County, Washington","445475","465","379171","6144","26055","2704","16318","2249","9737","1731","1614","1326","1009","710","605","779","812","459","779","463","33","51","16820","4813","10412","3808","6408","2033","6279","1797","4119","1238","2160","997","1355","867","519","493","836","501","3394","1155","1747","654","1647","756","2639","1177","1270","668","1369","689","2014","1040","1459","936","555","374","3987","1517","2236","876","1751","950","249","308","249","308","0","204","1086","655","870","603","216","232"
"0500000US53033","King County, Washington","2059741","*****","1477144","14661","141971","5750","80386","4314","61585","4898","11521","2344","9296","1949","2225","927","10843","1947","9825","1907","1018","371","45013","7978","27027","5766","17986","3540","75956","8245","57836","6040","18120","3993","19222","3667","10172","2363","9050","2497","85373","7214","40459","4458","44914","5101","40860","6182","17808","3365","23052","4192","29542","3658","17278","2783","12264","2285","72668","6553","49503","5290","23165","3261","8095","2486","3535","1106","4560","1880","41533","6242","25224","4466","16309","3793"
"0500000US53035","Kitsap County, Washington","251073","5","232456","2379","5695","1709","4226","1338","1469","775","503","332","437","313","66","109","931","525","854","504","77","90","285","201","285","201","0","204","1253","676","1040","625","213","210","877","605","301","297","576","544","1109","870","493","518","616","495","166","187","55","94","111","149","6387","1539","4206","1175","2181","777","1393","734","833","486","560","391","0","204","0","204","0","204","18","31","18","31","0","204"
"0500000US53053","Pierce County, Washington","817501","*****","708030","5944","43358","4561","27983","3563","15375","2543","2659","1051","2033","948","626","546","4477","939","3726","910","751","336","7392","1758","4005","1177","3387","1333","6543","2126","5119","1561","1424","959","6863","1612","2864","984","3999","907","5275","1651","2457","1024","2818","1059","4537","1493","1154","565","3383","1248","9264","2214","5663","1401","3601","1489","14890","2613","9134","1783","5756","1582","573","497","414","403","159","141","3640","1840","2665","1358","975","726"
"0500000US53061","Snohomish County, Washington","750701","247","589153","6718","50527","3794","32419","3001","18108","3286","3785","1274","3229","1071","556","465","2348","689","2027","678","321","298","14939","3985","7822","2400","7117","2116","15791","3829","11279","2641","4512","1842","8547","2045","3956","1338","4591","1155","11185","3069","6333","2212","4852","2120","9506","3056","4264","1781","5242","1665","11862","3040","8792","2699","3070","1231","18566","3770","13678","3477","4888","1634","5189","2149","3294","1293","1895","1109","9303","2433","6124","1867","3179","1113"
"0500000US53063","Spokane County, Washington","474942","97","439448","4377","11374","1972","8694","1667","2680","1185","1172","542","1001","509","171","170","1478","645","1141","551","337","278","5834","2413","3898","2182","1936","815","4413","2301","1989","1015","2424","1835","990","610","466","285","524","552","1581","691","724","399","857","530","707","508","200","186","507","443","1438","830","877","620","561","326","4161","1412","3004","1249","1157","979","1570","1233","1140","996","430","381","776","430","516","320","260","314"
"0500000US53067","Thurston County, Washington","264024","1019","233591","3408","10065","2201","7586","2086","2479","1167","834","826","834","826","0","204","3170","1550","2747","1538","423","306","1165","612","918","562","247","282","1955","1116","1727","1019","228","297","1700","896","1185","860","515","396","1783","838","747","473","1036","674","2249","1097","753","457","1496","811","2653","1313","1389","907","1264","790","3988","1510","2800","1050","1188","716","65","104","65","104","0","204","806","599","757","583","49","80"
"0500000US53073","Whatcom County, Washington","209486","186","185523","2809","12076","1786","8268","1750","3808","950","1239","798","942","651","297","386","1145","976","1117","974","28","46","1473","1191","798","695","675","573","3064","1541","2250","1144","814","900","317","371","317","371","0","204","1229","913","699","499","530","530","1072","701","740","673","332","373","702","673","369","367","333","560","1197","800","976","727","221","264","0","204","0","204","0","204","449","340","436","333","13","24"
"0500000US55025","Dane County, Wisconsin","505462","180","448506","4637","22435","2971","14955","3215","7480","1820","1337","578","908","394","429","354","2214","838","1904","764","310","237","1364","760","853","476","511","451","8941","2623","5913","1945","3028","1162","1319","960","506","442","813","751","5488","1317","2779","948","2709","947","970","843","881","815","89","96","93","96","93","96","0","151","9451","2938","5063","1696","4388","1906","1325","918","552","498","773","773","2019","884","1463","636","556","497"
"0500000US55079","Milwaukee County, Wisconsin","886665","*****","739664","6792","90938","4984","57120","4113","33818","3529","1536","612","1093","452","443","318","2719","765","2386","644","333","249","5847","1829","3438","1120","2409","1023","12805","3547","8218","1970","4587","2084","885","587","399","337","486","408","2939","890","1679","576","1260","547","2253","1313","1091","749","1162","668","963","497","526","288","437","287","16949","2641","10509","1893","6440","1614","4008","2103","2108","987","1900","1321","5159","2062","3078","1329","2081","1170"
"0500000US55133","Waukesha County, Wisconsin","380008","383","353677","1965","8860","1435","6017","1142","2843","866","208","141","182","138","26","48","2148","617","1986","594","162","142","2345","1015","1939","920","406","265","5449","1360","4202","1010","1247","611","270","215","46","76","224","201","1585","719","883","505","702","445","299","309","55","94","244","277","382","280","285","265","97","116","3925","1186","3380","1076","545","367","668","564","442","406","226","277","192","193","125","154","67","112"
"0500000US06073","San Diego County, California","3125554","644","1939387","21101","782495","14443","515717","13628","266778","9840","13334","3606","10271","2656","3063","2072","9325","1998","8668","1902","657","415","19202","4256","14726","3973","4476","1241","63355","7815","46830","6144","16525","3126","17136","3551","9269","2329","7867","2042","51878","5580","27857","3386","24021","3695","39988","4996","16667","2342","23321","3534","91752","7736","61716","6049","30036","4118","45820","5633","29729","4881","16091","3076","24074","5484","14067","3952","10007","2507","27808","4554","15936","3204","11872","2632"
"0500000US06075","San Francisco County, California","844517","372","470496","7645","96749","3978","63912","4326","32837","3585","10465","2088","9558","2033","907","460","4034","1130","3981","1131","53","79","15155","2652","9186","1951","5969","1562","18639","3070","14409","2554","4230","1398","7240","1667","4152","1098","3088","1195","159714","6929","63664","4460","96050","5194","11119","3192","5927","1843","5192","1636","25256","4555","16541","3072","8715","2214","17846","2944","11317","2020","6529","1485","4714","2055","3839","1639","875","659","3090","981","2585","807","505","407"
"0500000US06077","San Joaquin County, California","692749","262","404956","10595","179618","8560","114576","6221","65042","5207","282","231","228","215","54","90","1059","475","955","453","104","135","1682","912","1060","736","622","454","32870","6751","19730","4598","13140","2918","1345","741","470","435","875","515","9615","5566","2293","1010","7322","5316","7270","3605","2461","1492","4809","2818","21524","4010","13153","2692","8371","2277","24183","5574","12748","3190","11435","3499","5610","4275","4326","3581","1284","857","2735","1652","2406","1381","329","408"
"0500000US06081","San Mateo County, California","728279","832","389022","7780","136434","5089","77559","4199","58875","4924","3826","1390","3309","1284","517","389","4784","1486","4289","1398","495","264","9608","1824","6665","1514","2943","1014","35310","4778","26181","3652","9129","1952","6729","2005","4513","1559","2216","784","62244","5262","33631","3067","28613","3344","3302","1298","2084","1000","1218","587","49957","5468","30822","3946","19135","3855","20561","3637","15382","2965","5179","1457","3398","1396","2189","880","1209","792","3104","1054","2739","974","365","242"
"0500000US06083","Santa Barbara County, California","420088","309","250486","6025","145658","5354","82946","5041","62712","4659","981","499","767","464","214","215","1623","852","1447","798","176","172","736","406","644","370","92","107","3742","1509","3510","1442","232","225","1879","737","1159","627","720","458","5401","1669","3758","1422","1643","671","872","682","369","297","503","557","3447","1192","1660","707","1787","842","2707","1106","2030","742","677","592","1114","977","445","469","669","787","1442","792","912","649","530","451"
"0500000US06085","Santa Clara County, California","1820441","510","846622","11634","329382","7515","204294","7666","125088","5996","10412","2631","9681","2579","731","450","11370","2316","10739","2273","631","321","24628","3397","17389","2814","7239","1578","136664","9809","110026","8064","26638","3816","20344","4218","10545","2399","9799","2449","161460","7423","82754","5746","78706","5452","115645","7803","42447","3975","73198","6531","55813","7555","33039","4786","22774","3803","82048","7118","61679","5393","20369","2873","7651","2415","6449","2195","1202","614","18402","3481","14980","3232","3422","1194"
"0500000US06087","Santa Cruz County, California","262289","210","178298","4483","65992","3434","38966","3562","27026","2819","750","410","750","410","0","210","914","521","871","518","43","72","1297","866","1242","801","55","92","5410","1403","4119","1067","1291","709","564","368","400","259","164","179","3525","1108","1756","800","1769","950","658","438","503","340","155","202","1323","805","1156","791","167","181","2205","730","1209","644","996","373","72","114","0","210","72","114","1281","1304","1281","1304","0","210"
"0500000US06095","Solano County, California","418688","289","290377","6550","75003","4594","40974","3926","34029","3576","1040","552","891","502","149","171","1232","474","1134","421","98","161","534","379","492","350","42","75","8727","3210","4534","1682","4193","2002","1051","619","466","405","585","403","4243","1823","1435","561","2808","1494","2910","1367","1442","753","1468","806","25108","3090","17518","2387","7590","1537","6495","1968","3588","1219","2907","1021","1528","1279","923","926","605","480","440","346","356","338","84","106"
"0500000US06097","Sonoma County, California","478876","381","352094","5819","96882","5466","55102","4305","41780","4074","2139","975","1871","935","268","179","2010","781","1991","781","19","33","2205","1060","1370","798","835","652","5145","1401","3636","1046","1509","763","1351","814","302","336","1049","720","3149","1236","1555","957","1594","724","873","574","319","317","554","444","2867","1393","2420","1316","447","346","6945","2532","4395","1806","2550","1190","1783","1013","1374","824","409","302","1433","922","1123","685","310","436"
"0500000US06099","Stanislaus County, California","508633","760","283892","8062","176547","6629","106170","5267","70377","4993","469","326","469","326","0","210","662","411","662","411","0","210","1641","1498","754","851","887","1383","17497","2679","10108","1992","7389","1432","265","269","132","157","133","131","2471","1184","1341","756","1130","729","1629","1190","389","381","1240","904","5490","2367","3813","1510","1677","1196","6931","2118","4073","1633","2858","896","4646","2990","1706","1133","2940","2404","6493","2511","4079","1698","2414","1130"
"0500000US06111","Ventura County, California","802828","248","492898","9082","240959","9532","148542","6882","92417","6832","2971","1322","2898","1313","73","119","3436","1288","2901","1171","535","383","4202","2021","3040","1676","1162","727","14800","4502","10548","2694","4252","2400","2802","1157","1501","735","1301","620","7366","1690","3715","952","3651","1301","3027","1516","1934","1186","1093","664","11805","2146","9029","2153","2776","743","8772","2118","6427","1803","2345","643","3892","1947","2469","1309","1423","970","5898","2606","1525","776","4373","2096"
"0500000US06113","Yolo County, California","206834","275","128578","4858","47029","3592","30771","3062","16258","2499","1165","696","1109","699","56","88","981","626","827","479","154","256","6729","2644","3941","2146","2788","1020","8248","2580","4277","1187","3971","2135","662","428","478","338","184","213","6920","1450","3543","1184","3377","851","821","416","513","307","308","259","1477","630","1222","485","255","286","3704","1951","2534","1256","1170","837","267","194","263","191","4","10","253","243","253","243","0","210"
"0500000US08001","Adams County, Colorado","467029","167","337106","8568","104274","7964","65621","5218","38653","4662","402","291","333","218","69","125","2252","1464","2164","1461","88","146","1309","661","448","333","861","450","3007","1633","1075","643","1932","1377","473","358","325","299","148","186","1261","915","537","476","724","591","3604","1950","1215","747","2389","1439","451","494","405","479","46","81","6854","1958","3265","1178","3589","1483","1161","1276","833","1197","328","443","4875","1865","2844","1190","2031","1142"
"0500000US08005","Arapahoe County, Colorado","602569","208","456121","6304","76732","3923","52334","3225","24398","2854","4559","2143","3256","1535","1303","1006","1458","598","1275","534","183","148","7798","2297","4000","1166","3798","1347","10440","2656","7498","2173","2942","1149","4716","1673","2484","1001","2232","931","6984","1847","2699","979","4285","1343","4107","1661","1456","631","2651","1279","1909","925","1301","730","608","535","8199","2725","5109","1657","3090","1513","5849","2796","4597","2269","1252","847","13697","2990","10055","2609","3642","1417"
"0500000US08013","Boulder County, Colorado","307597","279","259571","3203","27411","3104","20388","3070","7023","1714","2121","748","1769","648","352","282","2824","1280","2453","940","371","425","1881","881","1136","602","745","558","3626","1119","2835","940","791","470","978","600","562","379","416","411","3341","866","1767","600","1574","469","573","403","312","276","261","243","525","565","332","344","193","262","2866","1032","1557","598","1309","777","593","491","499","370","94","152","1287","662","1121","671","166","173"
"0500000US08031","Denver County, Colorado","661299","353","494695","7740","124219","6426","76888","5340","47331","4139","2248","810","1597","604","651","505","2685","1143","2625","1142","60","100","2540","1006","1884","816","656","509","8477","2324","6211","1778","2266","1039","448","311","270","220","178","289","1466","649","835","486","631","439","6903","2427","3025","1419","3878","1694","825","614","548","510","277","381","6252","1943","3217","1046","3035","1510","2836","1647","1331","847","1505","1227","7705","3405","5901","2583","1804","1013"
"0500000US08035","Douglas County, Colorado","315683","270","284709","4124","9943","2462","8090","2146","1853","810","755","638","713","634","42","68","1345","606","1206","551","139","217","2186","1531","1764","1367","422","340","6081","1887","4491","1482","1590","920","989","614","696","517","293","233","1943","1025","785","440","1158","697","1902","1327","1231","1069","671","421","345","271","183","181","162","204","3990","1154","3341","1090","649","476","802","665","469","340","333","402","693","463","693","463","0","200"
"0500000US08041","El Paso County, Colorado","652064","338","580984","6124","45471","5688","32222","4376","13249","2824","1045","554","911","543","134","160","5096","1490","4577","1410","519","314","3890","1607","3015","1222","875","734","3350","1235","2691","907","659","593","1941","1216","1313","838","628","474","869","490","714","447","155","218","1023","779","479","433","544","480","1145","887","903","876","242","271","5017","1870","2899","1368","2118","1120","901","745","666","572","235","230","1332","743","1332","743","0","200"
"0500000US08059","Jefferson County, Colorado","545323","257","486218","5670","30967","4531","23426","3963","7541","1906","3408","1481","2898","1404","510","537","3556","1421","3274","1378","282","250","3258","1199","2607","954","651","476","4185","1317","3146","1022","1039","556","383","262","143","168","240","186","2399","954","984","438","1415","685","4501","1401","2316","966","2185","735","408","269","310","256","98","123","2603","1692","1857","1052","746","711","1533","1101","1174","991","359","320","1904","861","1446","696","458","454"
"0500000US08069","Larimer County, Colorado","325838","662","293553","3444","18505","2615","12909","2324","5596","2163","1363","767","1105","713","258","306","2719","830","1739","674","980","569","1501","943","1121","734","380","377","2420","1418","2103","1271","317","274","380","496","202","276","178","230","1832","953","1476","892","356","285","280","255","180","191","100","170","219","183","168","152","51","90","1386","706","726","442","660","475","1217","973","597","515","620","848","463","342","376","290","87","150"
"0500000US09001","Fairfield County, Connecticut","897739","302","620935","7886","152014","3798","78056","4602","73958","4390","14771","3405","10180","2692","4591","1641","5050","1236","4905","1194","145","140","13583","3155","8563","2085","5020","1600","54297","5718","32861","4145","21436","3019","1272","671","980","607","292","223","10597","2315","6064","1547","4533","1474","1999","1444","1382","1065","617","566","1928","1232","1662","1019","266","267","8902","2291","5849","1467","3053","1286","1488","650","471","293","1017","566","10903","2648","9122","2426","1781","802"
"0500000US09003","Hartford County, Connecticut","848268","46","639774","7268","108931","4562","65589","4537","43342","3425","8275","1911","6647","1480","1628","719","2529","923","2349","854","180","213","21214","2863","11552","1992","9662","1819","28997","4800","19998","4025","8999","2040","2261","1037","1140","581","1121","734","9996","2594","4629","1450","5367","1646","5152","1987","2889","1193","2263","1052","768","523","586","504","182","193","8017","2217","5898","1721","2119","888","3377","1469","2354","1327","1023","482","8977","2299","7091","2081","1886","1013"
"0500000US09009","New Haven County, Connecticut","815716","532","640300","7335","104710","5363","65495","4484","39215","4460","5448","2824","4071","2186","1377","894","1424","574","1249","562","175","141","8321","2114","5013","1772","3308","942","24622","3382","17046","2721","7576","1528","1864","945","898","460","966","657","6266","1468","4047","1185","2219","888","1882","1304","957","778","925","600","1504","674","1197","601","307","228","6631","2621","4094","1726","2537","1256","8117","3727","4534","2322","3583","1942","4627","1389","3449","1148","1178","728"
"0500000US09011","New London County, Connecticut","256201","277","221688","2868","17118","2204","11613","1881","5505","1505","2844","1110","2158","849","686","480","399","221","399","221","0","207","1525","659","1223","560","302","227","4812","1530","2290","793","2522","1231","375","479","144","243","231","283","3776","1340","1177","536","2599","1111","477","423","333","264","144","253","440","477","440","477","0","207","1780","883","1232","811","548","495","78","84","38","56","40","65","889","722","823","640","66","108"
"0500000US09013","Tolland County, Connecticut","145447","527","127425","2636","6287","1366","4697","1249","1590","578","529","323","405","279","124","150","513","306","360","280","153","133","2031","1218","1609","1194","422","299","3199","1096","2664","1076","535","316","244","430","154","279","90","160","2944","1448","1246","1084","1698","704","732","757","458","436","274","394","0","207","0","207","0","207","337","375","164","208","173","301","65","108","65","108","0","207","1141","715","1141","715","0","207"
"0500000US10003","New Castle County, Delaware","527296","177","446600","4087","40381","2305","27432","2126","12949","1766","1952","777","1325","699","627","381","1124","627","970","549","154","144","1817","905","1600","876","217","167","10413","1943","7515","1603","2898","1271","1000","569","546","386","454","371","5653","1513","2790","968","2863","1031","697","496","241","194","456","366","2777","1348","2107","1025","670","554","7777","1732","6337","1470","1440","585","1512","898","876","548","636","392","5593","2256","5144","2195","449","317"
"0500000US11001","District of Columbia, District of Columbia","648907","115","534769","5936","61004","2940","34552","3299","26452","3378","7694","1482","6153","1267","1541","720","4452","1372","4120","1332","332","365","3645","1538","3274","1353","371","318","11120","2190","9641","1959","1479","780","1615","870","1091","618","524","571","3566","1006","2152","683","1414","711","2194","1400","612","424","1582","1057","1627","733","1121","568","506","486","3196","1023","2582","895","614","437","2512","1092","1962","848","550","749","11513","2972","6100","1449","5413","2311"
"0500000US12001","Alachua County, Florida","252825","3","218929","2583","16028","1803","12180","2009","3848","1360","1402","697","931","559","471","493","829","508","829","508","0","226","977","618","793","601","184","185","3606","1639","3105","1411","501","453","1605","914","477","706","1128","864","4328","1343","2978","1147","1350","650","1148","804","358","285","790","633","1391","1549","933","1073","458","486","1288","763","549","376","739","497","1170","836","1048","792","122","216","124","164","124","164","0","226"
"0500000US12009","Brevard County, Florida","561425","50","500785","5110","34127","3573","23137","2808","10990","2692","4932","1320","3617","1045","1315","665","2046","1049","1802","903","244","294","1109","738","1059","731","50","85","5985","2242","4778","1947","1207","694","977","701","657","624","320","275","1620","877","961","578","659","401","2135","1411","887","844","1248","822","642","531","370","279","272","350","3021","1675","2146","1350","875","545","3646","2825","2040","1566","1606","1539","400","406","400","406","0","226"
"0500000US12011","Broward County, Florida","1823277","388","1075328","16642","484070","8004","275692","10509","208378","11751","122171","12621","72668","8281","49503","7075","7514","2058","6991","2055","523","325","14749","3464","8214","1898","6535","1999","65282","7426","40400","5959","24882","4042","1954","1220","1231","909","723","526","12461","2966","5356","2005","7105","2198","3377","1787","1433","967","1944","1189","4220","1531","3228","1175","992","758","10470","2348","6561","1783","3909","1402","5236","1816","3221","1131","2015","1292","16445","3180","12888","2676","3557","1246"
"0500000US12021","Collier County, Florida","356026","245","237825","4462","87495","2513","43170","3969","44325","3824","15845","3091","9550","2692","6295","1695","2849","1142","1921","849","928","651","2364","979","1475","577","889","647","5615","2537","2796","1023","2819","1782","21","37","0","226","21","37","947","928","582","576","365","421","781","661","576","555","205","208","749","1288","749","1288","0","226","836","627","537","448","299","344","80","132","80","132","0","226","619","389","619","389","0","226"
"0500000US12031","Duval County, Florida","874870","4","745334","7917","56939","4887","33986","3752","22953","4036","4731","1614","3449","1355","1282","646","2781","892","2655","810","126","155","11871","3065","7800","2686","4071","2139","17127","4170","13051","3590","4076","1484","811","400","659","343","152","189","2344","1248","955","691","1389","906","6849","2294","3052","1450","3797","1173","9179","2399","6784","2047","2395","883","8458","2271","4910","1606","3548","1373","5243","2885","2987","2378","2256","1434","3203","1652","2298","1326","905","574"
"0500000US12033","Escambia County, Florida","294495","449","270899","2817","9890","1740","7490","1560","2400","1035","2210","1567","1804","1294","406","477","907","488","907","488","0","226","1919","1263","1057","809","862","941","1247","581","853","426","394","277","628","572","129","215","499","404","1351","723","618","482","733","367","1913","1307","601","549","1312","868","1967","619","995","389","972","490","904","593","550","480","354","313","335","283","335","283","0","226","325","326","207","244","118","159"
